teamstatspk,Team,games_played,wins,losses,win_percentage,Min,points,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throw_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,blocks_attempted,personal_fouls,personal_fouls_drawn,plus_minus,season
667,Seattle SuperSonics,82,45,37,0.549,3966,8014,3131,6681,46.9,489,1292,37.8,1263,1672,75.5,968,2333,3301,1926,1124,698,364,400,1732,6,248,2001-02
668,Charlotte Hornets,82,44,38,0.537,3951,7700,2893,6580,44,346,994,34.8,1568,2105,74.5,1059,2505,3564,1759,1150,653,456,422,1747,15,79,2001-02
669,Orlando Magic,82,44,38,0.537,3966,8240,3087,6892,44.8,620,1660,37.3,1446,1917,75.4,941,2439,3380,1804,1118,663,383,383,1700,5,129,2001-02
670,Utah Jazz,82,44,38,0.537,3966,7871,2869,6374,45,280,842,33.3,1853,2430,76.3,1109,2349,3458,1999,1353,749,523,548,1971,8,73,2001-02
671,Philadelphia 76ers,82,43,39,0.524,3946,7461,2804,6436,43.6,214,715,29.9,1639,2104,77.9,1092,2534,3626,1638,1256,705,363,458,1645,13,131,2001-02
672,Indiana Pacers,82,42,40,0.512,3981,7938,2935,6580,44.6,405,1195,33.9,1663,2155,77.2,930,2568,3498,1884,1249,658,436,466,1876,14,22,2001-02
673,Toronto Raptors,82,42,40,0.512,3951,7494,2919,6727,43.4,387,1109,34.9,1269,1717,73.9,1114,2336,3450,1779,1174,688,458,393,1771,9,-36,2001-02
674,Milwaukee Bucks,82,41,41,0.5,3981,7996,3041,6577,46.2,593,1583,37.5,1321,1767,74.8,841,2557,3398,1847,1157,596,388,361,1788,9,-18,2001-02
675,Los Angeles Clippers,82,39,43,0.476,3961,7846,2970,6668,44.5,408,1147,35.6,1498,2026,73.9,1083,2474,3557,1714,1214,510,540,439,1624,6,-38,2001-02
676,Washington Wizards,82,37,45,0.451,3946,7609,2938,6664,44.1,305,786,38.8,1428,1866,76.5,1055,2393,3448,1715,1068,570,354,414,1763,7,-115,2001-02
677,Miami Heat,82,36,46,0.439,3986,7150,2801,6382,43.9,312,899,34.7,1236,1708,72.4,902,2544,3446,1664,1217,547,448,353,1846,14,-126,2001-02
678,Phoenix Suns,82,36,46,0.439,3966,7802,3097,6934,44.7,358,1096,32.7,1250,1630,76.7,1072,2430,3502,1838,1205,668,401,475,1785,9,-56,2001-02
679,Atlanta Hawks,82,33,49,0.402,3956,7711,2901,6610,43.9,423,1194,35.4,1486,1942,76.5,955,2445,3400,1655,1274,666,349,508,1702,9,-347,2001-02
680,New York Knicks,82,30,52,0.366,3961,7514,2817,6520,43.2,474,1344,35.3,1406,1786,78.7,876,2458,3334,1720,1192,558,288,385,1800,14,-327,2001-02
681,Cleveland Cavaliers,82,29,53,0.354,3971,7812,2948,6582,44.8,387,1026,37.7,1529,1980,77.2,968,2483,3451,1891,1196,572,470,459,1752,10,-273,2001-02
682,Houston Rockets,82,28,54,0.341,3996,7572,2837,6629,42.8,496,1480,33.5,1402,1893,74.1,1025,2411,3436,1482,1156,537,445,415,1476,11,-401,2001-02
683,Denver Nuggets,82,27,55,0.329,3961,7559,2915,6870,42.4,423,1285,32.9,1306,1756,74.4,1117,2310,3427,1817,1205,613,462,560,1873,9,-477,2001-02
684,Memphis Grizzlies,82,23,59,0.28,3956,7372,2851,6535,43.6,336,1096,30.7,1334,1883,70.8,984,2413,3397,1785,1344,646,488,457,1571,8,-610,2001-02
685,Chicago Bulls,82,21,61,0.256,3961,7335,2811,6491,43.3,300,868,34.6,1413,1958,72.2,924,2359,3283,1817,1252,633,361,399,1834,13,-700,2001-02
686,Golden State Warriors,82,21,61,0.256,3956,8009,2998,6989,42.9,320,994,32.2,1693,2344,72.2,1334,2493,3827,1706,1378,650,523,516,1884,19,-443,2001-02
687,San Antonio Spurs,82,58,24,0.707,3966,7886,2884,6262,46.1,445,1094,40.7,1673,2340,71.5,902,2712,3614,1778,1145,568,576,426,1551,3,636,2000-01
688,Los Angeles Lakers,82,56,26,0.683,3981,8251,3109,6685,46.5,439,1275,34.4,1594,2333,68.3,1085,2583,3668,1888,1184,564,490,324,1872,7,277,2000-01
689,Philadelphia 76ers,82,56,26,0.683,3971,7763,2902,6487,44.7,262,803,32.6,1697,2277,74.5,1075,2600,3675,1692,1292,690,408,458,1673,2,351,2000-01
690,Sacramento Kings,82,55,27,0.671,4016,8343,3132,6969,44.9,479,1353,35.4,1600,2075,77.1,987,2705,3692,1852,1221,793,432,476,1596,2,477,2000-01
691,Dallas Mavericks,82,53,29,0.646,3961,8239,3085,6716,45.9,517,1357,38.1,1552,1954,79.4,831,2571,3402,1740,1141,618,492,379,1907,9,351,2000-01
692,Utah Jazz,82,53,29,0.646,3956,7959,2960,6289,47.1,325,852,38.1,1714,2280,75.2,943,2383,3326,2111,1297,661,463,453,2108,6,385,2000-01
693,Milwaukee Bucks,82,52,30,0.634,3956,8260,3112,6798,45.8,562,1481,37.9,1474,1874,78.7,975,2500,3475,1844,1123,672,386,350,1928,9,318,2000-01
694,Phoenix Suns,82,51,31,0.622,3961,7710,2944,6757,43.6,332,1054,31.5,1490,1973,75.5,970,2529,3499,1905,1251,775,429,416,1864,6,181,2000-01
695,Miami Heat,82,50,32,0.61,3976,7289,2694,6258,43,478,1384,34.5,1423,1874,75.9,813,2435,3248,1630,1122,633,304,424,1726,5,188,2000-01
696,Portland Trail Blazers,82,50,32,0.61,3956,7824,3004,6417,46.8,369,1057,34.9,1447,1899,76.2,959,2481,3440,1963,1257,672,419,324,1745,11,344,2000-01
697,New York Knicks,82,48,34,0.585,3981,7275,2755,6198,44.4,391,1115,35.1,1374,1727,79.6,773,2524,3297,1520,1189,545,346,338,1863,7,216,2000-01
698,Minnesota Timberwolves,82,47,35,0.573,3966,7982,3148,6871,45.8,322,901,35.7,1364,1737,78.5,1002,2470,3472,2083,1136,682,456,357,1900,6,111,2000-01
699,Toronto Raptors,82,47,35,0.573,3991,8007,3048,6972,43.7,429,1164,36.9,1482,1985,74.7,1118,2529,3647,2004,1080,599,519,439,1745,6,185,2000-01
700,Charlotte Hornets,82,46,36,0.561,3976,7539,2800,6501,43.1,340,984,34.6,1599,2146,74.5,1033,2608,3641,1900,1183,665,455,375,1753,5,172,2000-01
701,Houston Rockets,82,45,37,0.549,3966,7972,2943,6494,45.3,504,1412,35.7,1582,2086,75.8,919,2524,3443,1613,1204,587,358,400,1657,3,188,2000-01
702,Seattle SuperSonics,82,44,38,0.537,3961,7978,3029,6649,45.6,466,1169,39.9,1454,1986,73.2,999,2422,3421,1792,1252,657,409,510,1733,6,2,2000-01
703,Orlando Magic,82,43,39,0.524,3991,7992,3013,6873,43.8,490,1346,36.4,1476,2068,71.4,1069,2450,3519,1803,1245,674,481,440,2071,9,81,2000-01
704,Indiana Pacers,82,41,41,0.5,3996,7591,2828,6431,44,396,1159,34.2,1539,2009,76.6,921,2595,3516,1763,1244,563,487,387,1926,8,-16,2000-01
705,Denver Nuggets,82,40,42,0.488,3956,7918,2979,6877,43.3,512,1444,35.5,1448,1964,73.7,1044,2583,3627,1970,1136,552,538,497,1820,3,-202,2000-01
706,Boston Celtics,82,36,46,0.439,3966,7759,2773,6485,42.8,592,1633,36.3,1621,2190,74,897,2367,3264,1708,1285,769,336,440,1952,3,-175,2000-01
707,Detroit Pistons,82,32,50,0.39,3971,7837,2919,6880,42.4,389,1112,35,1610,2233,72.1,1108,2626,3734,1629,1304,613,447,397,1955,7,-139,2000-01
708,Los Angeles Clippers,82,31,51,0.378,4006,7581,2896,6467,44.8,360,1063,33.9,1429,2061,69.3,962,2559,3521,1585,1293,490,513,412,1775,2,-237,2000-01
709,Cleveland Cavaliers,82,30,52,0.366,3966,7561,2890,6532,44.2,220,659,33.4,1561,2040,76.5,1015,2440,3455,1708,1350,642,436,542,1904,8,-348,2000-01
710,New Jersey Nets,82,26,56,0.317,3946,7552,2781,6550,42.5,361,1084,33.3,1629,2146,75.9,909,2337,3246,1603,1208,649,407,522,1982,4,-414,2000-01
711,Atlanta Hawks,82,25,57,0.305,3946,7459,2876,6668,43.1,333,933,35.7,1374,1811,75.9,1028,2490,3518,1559,1368,634,387,513,1863,7,-427,2000-01
712,Vancouver Grizzlies,82,23,59,0.28,3956,7522,2870,6539,43.9,325,947,34.3,1457,1892,77,894,2431,3325,1899,1291,586,359,476,1733,5,-470,2000-01
713,Washington Wizards,82,19,63,0.232,3936,7645,2833,6453,43.9,275,848,32.4,1704,2245,75.9,1016,2370,3386,1647,1391,630,383,511,1913,9,-547,2000-01
714,Golden State Warriors,82,17,65,0.207,3956,7584,2937,7175,40.9,282,964,29.3,1428,2024,70.6,1345,2385,3730,1788,1301,742,410,493,1727,6,-742,2000-01
715,Chicago Bulls,82,15,67,0.183,3971,7181,2721,6411,42.4,329,950,34.6,1410,1909,73.9,926,2260,3186,1810,1292,675,379,426,1902,3,-746,2000-01
